commune,latitude,longitude,date_incident,type_incident,gravite,source
Selembao,-4.3871898484241045,15.284432247016236,2023-10-14 09:00:00,vol,Moyenne,ONG
Kiseno,-4.405873421769654,15.346022692297824,2023-09-30 09:00:00,agression,Moyenne,réseaux sociaux
Bumbu,-4.382288517953492,15.292103204278416,2023-01-25 09:00:00,agression,Faible,application Kimia-kin
Kimbanseke,-4.438355821241142,15.396127763805264,2023-04-08 19:00:00,agression,Faible,réseaux sociaux
Selembao,-4.367308638102902,15.268907545995985,2023-01-10 08:00:00,agression,Moyenne,ONG
Ngaba,-4.376654431051318,15.319438839249049,2023-07-16 14:00:00,agression,Moyenne,réseaux sociaux
Selembao,-4.374446468338002,15.282610478917078,2023-09-18 09:00:00,vol,Moyenne,réseaux sociaux
Bumbu,-4.376216307305452,15.290481878230336,2023-05-01 05:00:00,agression,Moyenne,application Kimia-kin
Selembao,-4.380310742598793,15.279861944116053,2023-02-22 08:00:00,agression,Faible,réseaux sociaux
Kimbanseke,-4.429055836283423,15.39553822942167,2023-01-09 17:00:00,vol,Moyenne,application Kimia-kin
Selembao,-4.3582059661434,15.282156664067385,2023-11-18 18:00:00,vol,Moyenne,application Kimia-kin
Ngaba,-4.3788164808956385,15.325164140026754,2023-04-22 09:00:00,vol,Moyenne,réseaux sociaux
Matete,-4.395800093847234,15.332255463936704,2023-02-05 20:00:00,agression,Faible,réseaux sociaux
Bumbu,-4.361104693323791,15.283888085094906,2023-03-08 18:00:00,vol,Faible,ONG
Ngaba,-4.388475798371334,15.33147914559108,2023-06-09 19:00:00,agression,Faible,réseaux sociaux
Selembao,-4.401937028583495,15.277939780814364,2023-06-10 14:00:00,agression,Élevée,application Kimia-kin
Ngaba,-4.367706164665041,15.332564303559602,2023-03-31 19:00:00,agression,Moyenne,ONG
Kimbanseke,-4.452679624178223,15.400408090992924,2023-02-01 20:00:00,vol,Élevée,application Kimia-kin
Kimbanseke,-4.442397882193034,15.406737102967766,2023-10-20 19:00:00,violence sexuelle,Moyenne,application Kimia-kin
Selembao,-4.38427137785817,15.298458494453905,2023-04-09 03:00:00,insécurité routière,Élevée,réseaux sociaux
Kiseno,-4.4150841417190385,15.352181391765614,2023-12-18 09:00:00,insécurité routière,Moyenne,ONG
Ngaba,-4.383338088486719,15.332724053332798,2023-06-23 21:00:00,vandalisme,Moyenne,réseaux sociaux
Matete,-4.380955942826658,15.370421746451123,2023-01-04 17:00:00,vol,Élevée,réseaux sociaux
Ngaba,-4.370429519137703,15.313166889223288,2023-07-20 20:00:00,vol,Faible,réseaux sociaux
Selembao,-4.375811583410385,15.276617235827713,2023-04-03 18:00:00,vol,Élevée,ONG
NSele,-4.423576718559567,15.502455121059297,2023-06-06 06:00:00,agression,Faible,réseaux sociaux
Selembao,-4.379363169776879,15.289321873204672,2023-07-02 20:00:00,vol,Faible,réseaux sociaux
NSele,-4.432177616874764,15.497534004886967,2023-10-24 19:00:00,agression,Moyenne,application Kimia-kin
Selembao,-4.374400777845112,15.29925972666489,2023-05-04 12:00:00,agression,Moyenne,application Kimia-kin
Matete,-4.394388106366936,15.355433810523635,2023-10-20 09:00:00,enlèvement,Élevée,réseaux sociaux
Matete,-4.397549799129248,15.3422632429085,2023-09-23 09:00:00,violence sexuelle,Moyenne,ONG
Kimbanseke,-4.441014620504611,15.405520280534082,2023-09-26 22:00:00,agression,Élevée,ONG
Limete,-4.363604115521023,15.358669668919966,2023-06-23 22:00:00,vol,Élevée,réseaux sociaux
Bumbu,-4.367631015562316,15.302582229834936,2023-03-01 21:00:00,vol,Moyenne,ONG
Kiseno,-4.4119562984200975,15.356673909100286,2023-02-06 14:00:00,accident,Faible,application Kimia-kin
Bumbu,-4.358332165560437,15.297082790377395,2023-05-25 17:00:00,vol,Faible,ONG
Bumbu,-4.380375997048788,15.284911823069137,2023-08-22 17:00:00,agression,Faible,réseaux sociaux
Selembao,-4.367736705458269,15.278298065620886,2023-06-27 12:00:00,vandalisme,Moyenne,ONG
Selembao,-4.362046855447701,15.289415558492047,2023-05-23 19:00:00,violence sexuelle,Faible,réseaux sociaux
Kimbanseke,-4.437053440152679,15.385083794683409,2023-03-30 21:00:00,vol,Moyenne,application Kimia-kin
Ngaba,-4.369779536581642,15.317049919073394,2023-12-14 18:00:00,vol,Élevée,ONG
Matete,-4.385033300158182,15.357441400650501,2023-11-29 20:00:00,agression,Faible,ONG
Ngaba,-4.376248507949107,15.326046191390414,2023-07-01 20:00:00,vol,Faible,application Kimia-kin
Selembao,-4.365334702440579,15.285245342978271,2023-02-11 18:00:00,agression,Moyenne,réseaux sociaux
Matete,-4.392496936417987,15.342494613341339,2023-10-17 11:00:00,vol,Moyenne,application Kimia-kin
Bumbu,-4.376721145751375,15.297350865588868,2023-04-18 15:00:00,vol,Moyenne,application Kimia-kin
Selembao,-4.358560728805002,15.293106579219028,2023-07-13 23:00:00,vol,Faible,application Kimia-kin
Masina,-4.382025375603415,15.383691740019986,2023-10-13 17:00:00,accident,Élevée,réseaux sociaux
Selembao,-4.374791532431929,15.290221365113153,2023-01-31 10:00:00,vol,Moyenne,réseaux sociaux
Ngaba,-4.3775233600262204,15.327299103122138,2023-07-18 08:00:00,vol,Faible,ONG
Selembao,-4.364763199654992,15.285539498275357,2023-11-19 04:00:00,vol,Élevée,ONG
Kimbanseke,-4.44410186512646,15.39674566854886,2023-11-07 15:00:00,vol,Élevée,ONG
Matete,-4.398253335471817,15.361713571341781,2023-04-05 22:00:00,accident,Faible,réseaux sociaux
Kimbanseke,-4.451525443927546,15.39458121186257,2023-12-27 03:00:00,agression,Moyenne,ONG
Kimbanseke,-4.421571342117376,15.381888483674246,2023-09-30 19:00:00,vol,Faible,réseaux sociaux
Barumbu,-4.327020683146885,15.326174481132783,2023-10-29 18:00:00,agression,Moyenne,réseaux sociaux
Ngaba,-4.371082625944164,15.339736924841251,2023-03-24 19:00:00,vol,Faible,réseaux sociaux
Kimbanseke,-4.422521848124793,15.379990616181772,2023-02-16 09:00:00,vol,Faible,réseaux sociaux
Kimbanseke,-4.438959788354037,15.392321356469179,2023-09-20 20:00:00,agression,Élevée,ONG
Selembao,-4.379890732263249,15.292763610310265,2023-02-09 22:00:00,violence sexuelle,Élevée,réseaux sociaux
Ngaba,-4.384714217894353,15.328388026442036,2023-05-08 23:00:00,vol,Moyenne,réseaux sociaux
Ndjili,-4.3884057621158306,15.438168256425463,2023-03-21 18:00:00,incendie,Moyenne,réseaux sociaux
Selembao,-4.368025838366089,15.284858298420675,2023-12-08 18:00:00,vol,Élevée,application Kimia-kin
Ngaba,-4.3764804736831175,15.306820590269167,2023-03-30 14:00:00,vol,Élevée,réseaux sociaux
Ngaba,-4.387358175866553,15.332510277427732,2023-11-29 01:00:00,enlèvement,Élevée,réseaux sociaux
Ngaba,-4.386002878075289,15.318177952503486,2023-02-21 20:00:00,violence sexuelle,Faible,réseaux sociaux
Matete,-4.375176451131759,15.347448096918818,2023-08-22 13:00:00,vol,Moyenne,réseaux sociaux
Matete,-4.380017419474395,15.356066362034968,2023-03-22 18:00:00,vol,Faible,réseaux sociaux
Matete,-4.380655841356262,15.352904979108875,2023-02-10 18:00:00,insécurité routière,Moyenne,réseaux sociaux
Selembao,-4.374167000709378,15.277988263752297,2023-01-06 20:00:00,vol,Faible,réseaux sociaux
Ndjili,-4.389277955501002,15.44768685062991,2023-01-31 17:00:00,agression,Élevée,ONG
Bumbu,-4.371376823184798,15.279730327896793,2023-09-08 19:00:00,vol,Moyenne,application Kimia-kin
Matete,-4.4011261127798385,15.349090193338933,2023-07-20 12:00:00,accident,Moyenne,réseaux sociaux
Selembao,-4.376218864597579,15.278792579978003,2023-02-20 08:00:00,incendie,Moyenne,application Kimia-kin
Bumbu,-4.387513542872522,15.291285866708112,2023-04-11 21:00:00,violence sexuelle,Faible,application Kimia-kin
Selembao,-4.377791941402146,15.292804846612716,2023-02-10 09:00:00,vol,Faible,réseaux sociaux
Ngaba,-4.388875948700617,15.321397600468243,2023-11-08 04:00:00,agression,Faible,ONG
Selembao,-4.374158461802715,15.280925650945726,2023-01-08 20:00:00,accident,Moyenne,ONG
Kimbanseke,-4.457463107094745,15.395771784606817,2023-06-12 11:00:00,insécurité routière,Moyenne,réseaux sociaux
Masina,-4.386669325658494,15.37701568230761,2023-06-03 10:00:00,vandalisme,Faible,ONG
Kimbanseke,-4.447573880759727,15.400848847539052,2023-10-26 09:00:00,insécurité routière,Moyenne,ONG
Kimbanseke,-4.434555384547492,15.39416382885907,2023-03-03 13:00:00,agression,Faible,réseaux sociaux
Lingwala,-4.338399408498451,15.292295234962,2023-10-08 21:00:00,vol,Moyenne,réseaux sociaux
Ngaliema,-4.364134498551129,15.258997275057517,2023-05-27 23:00:00,agression,Élevée,réseaux sociaux
Ngaba,-4.373683621489954,15.312392085589437,2023-10-11 16:00:00,violence sexuelle,Élevée,application Kimia-kin
Ngaliema,-4.380744012140389,15.259540894815178,2023-01-06 20:00:00,vol,Moyenne,réseaux sociaux
Kimbanseke,-4.44927788829534,15.394323644576184,2023-05-17 21:00:00,insécurité routière,Moyenne,réseaux sociaux
Kimbanseke,-4.448409201475564,15.398859250205541,2023-12-27 22:00:00,agression,Moyenne,réseaux sociaux
Ndjili,-4.380928637270086,15.44598071339094,2023-03-29 03:00:00,vol,Moyenne,application Kimia-kin
Kintambo,-4.351063126130869,15.270710994658941,2023-04-22 03:00:00,vol,Moyenne,application Kimia-kin
MontNgafula,-4.435803721108277,15.235561845648816,2023-11-20 07:00:00,violence sexuelle,Élevée,réseaux sociaux
Bumbu,-4.371140029561098,15.2961889133366,2023-09-03 17:00:00,vol,Moyenne,ONG
Kimbanseke,-4.44459266999587,15.393120183083061,2023-05-21 11:00:00,vol,Moyenne,application Kimia-kin
Ngaliema,-4.358888510736906,15.250549243453111,2023-09-02 17:00:00,agression,Moyenne,réseaux sociaux
Bumbu,-4.370226050558112,15.295743947784617,2023-02-16 05:00:00,violence sexuelle,Faible,réseaux sociaux
Matete,-4.395428963773554,15.337672418628602,2023-10-25 13:00:00,incendie,Moyenne,ONG
Bumbu,-4.36867530877364,15.283543900489406,2023-03-10 14:00:00,vol,Élevée,ONG
Matete,-4.397787483724883,15.350096600570915,2023-11-09 13:00:00,vol,Faible,réseaux sociaux
Limete,-4.383995586463319,15.345953765150238,2023-04-01 20:00:00,violence sexuelle,Moyenne,application Kimia-kin
Matete,-4.373162685811886,15.353466987234144,2023-10-07 20:00:00,accident,Moyenne,ONG
Matete,-4.397088416207507,15.35343300232604,2023-07-10 19:00:00,violence sexuelle,Moyenne,application Kimia-kin
Kintambo,-4.337263858239528,15.266147259051941,2023-05-07 09:00:00,insécurité routière,Faible,ONG
Ngaba,-4.364399029591279,15.32243246626986,2023-04-04 23:00:00,agression,Moyenne,réseaux sociaux
Bumbu,-4.3709355644219645,15.307383683060516,2023-09-12 19:00:00,violence sexuelle,Élevée,application Kimia-kin
Ngaliema,-4.380832705864267,15.260113398306682,2023-05-02 16:00:00,accident,Faible,réseaux sociaux
Kalamu,-4.340380725763412,15.310856423222132,2023-09-16 21:00:00,vol,Faible,application Kimia-kin
Kimbanseke,-4.452148242422848,15.388492192739767,2023-02-10 23:00:00,insécurité routière,Moyenne,application Kimia-kin
Matete,-4.3825759518359995,15.343177737624941,2023-05-12 19:00:00,vol,Élevée,réseaux sociaux
Ngaba,-4.380084395356165,15.319012463368951,2023-02-16 10:00:00,vol,Moyenne,réseaux sociaux
Kimbanseke,-4.448645547126703,15.37745134999883,2023-04-10 17:00:00,agression,Moyenne,ONG
Bumbu,-4.365382423288265,15.296470160220881,2023-02-21 08:00:00,agression,Moyenne,réseaux sociaux
Selembao,-4.371448391078116,15.275404658199392,2023-07-16 10:00:00,violence sexuelle,Élevée,application Kimia-kin
Lemba,-4.414238563405553,15.320701855240697,2023-01-09 19:00:00,vol,Moyenne,réseaux sociaux
Limete,-4.391086655021446,15.363654746620368,2023-02-13 19:00:00,accident,Moyenne,réseaux sociaux
Maluku,-4.079485749504679,15.537434057492293,2023-10-28 04:00:00,insécurité routière,Élevée,réseaux sociaux
Ngaba,-4.358374780473659,15.31221626073412,2023-09-06 16:00:00,violence sexuelle,Moyenne,réseaux sociaux
Limete,-4.364644108179929,15.347817645910554,2023-09-06 20:00:00,vol,Moyenne,ONG
Kimbanseke,-4.44196575901155,15.395972607008007,2023-01-28 19:00:00,insécurité routière,Faible,ONG
Maluku,-4.068288647420214,15.541091030785257,2023-02-20 08:00:00,agression,Faible,application Kimia-kin
Ngaba,-4.3621359383442835,15.334091146912995,2023-09-01 15:00:00,agression,Élevée,réseaux sociaux
Gombe,-4.300856619677308,15.297812751453787,2023-06-20 22:00:00,vol,Élevée,ONG
Matete,-4.394464419258517,15.363529194899176,2023-05-13 09:00:00,violence sexuelle,Élevée,ONG
Bumbu,-4.362123351688834,15.291030881477056,2023-10-28 16:00:00,incendie,Moyenne,réseaux sociaux
Selembao,-4.3745748397514195,15.282407761907324,2023-07-11 19:00:00,vol,Moyenne,réseaux sociaux
Bumbu,-4.371882855122884,15.294587048568161,2023-12-08 10:00:00,agression,Élevée,réseaux sociaux
Makala,-4.389313146173816,15.322994611058975,2023-10-20 07:00:00,vol,Élevée,réseaux sociaux
Ngaba,-4.373339390605944,15.326561715152588,2023-02-20 11:00:00,vol,Moyenne,ONG
Selembao,-4.375974446553736,15.277580164369864,2023-07-24 19:00:00,vol,Élevée,réseaux sociaux
Ngaba,-4.383819271346265,15.31518689174933,2023-10-06 22:00:00,vol,Faible,application Kimia-kin
Ngaba,-4.38698208971144,15.318844131702626,2023-08-29 19:00:00,vol,Élevée,réseaux sociaux
Bumbu,-4.3692761216842815,15.310093985935525,2023-02-20 17:00:00,vol,Faible,application Kimia-kin
Kimbanseke,-4.43050035088406,15.391634602573955,2023-04-26 16:00:00,agression,Moyenne,application Kimia-kin
Ngaba,-4.385527072692849,15.317715429333107,2023-05-07 04:00:00,vol,Moyenne,réseaux sociaux
MontNgafula,-4.461402974715332,15.228558801448191,2023-08-19 21:00:00,accident,Faible,application Kimia-kin
Bumbu,-4.370212624317856,15.292121861777282,2023-06-08 08:00:00,vandalisme,Moyenne,réseaux sociaux
Selembao,-4.376464547415748,15.298295122620473,2023-05-11 15:00:00,agression,Moyenne,réseaux sociaux
Selembao,-4.377829859587939,15.289337254660092,2023-08-23 20:00:00,accident,Moyenne,réseaux sociaux
Bumbu,-4.367733341967084,15.278388266279809,2023-11-20 20:00:00,insécurité routière,Moyenne,réseaux sociaux
Limete,-4.376007120309024,15.346511135748804,2023-10-25 19:00:00,vol,Faible,réseaux sociaux
Ngaba,-4.370465985807724,15.315047662277271,2023-03-08 20:00:00,agression,Moyenne,réseaux sociaux
Ngaba,-4.36720523113657,15.309911968459128,2023-01-07 17:00:00,agression,Élevée,application Kimia-kin
Ngaba,-4.372509766101769,15.317628516961765,2023-10-26 13:00:00,insécurité routière,Faible,réseaux sociaux
Kasa-Vubu,-4.349847497629417,15.311296446409528,2023-08-10 00:00:00,vol,Moyenne,réseaux sociaux
Kimbanseke,-4.4384574690684175,15.39721162787779,2023-05-31 17:00:00,insécurité routière,Moyenne,réseaux sociaux
Bumbu,-4.379088245875317,15.305964610705729,2023-01-12 09:00:00,incendie,Moyenne,réseaux sociaux
Matete,-4.381281244608581,15.363910099162206,2023-05-23 19:00:00,vandalisme,Faible,ONG
Ngaba,-4.394334038270929,15.318473654485055,2023-09-17 13:00:00,agression,Moyenne,ONG
Ngaba,-4.380516623173461,15.333312029279003,2023-03-21 12:00:00,agression,Moyenne,réseaux sociaux
Kiseno,-4.4017537639302065,15.332227628129603,2023-07-11 16:00:00,vol,Élevée,réseaux sociaux
Selembao,-4.366286973694281,15.290345909882834,2023-05-10 18:00:00,agression,Faible,réseaux sociaux
Makala,-4.396879119263842,15.310930639207907,2023-10-04 20:00:00,violence sexuelle,Élevée,réseaux sociaux
Ngaba,-4.371897398217623,15.32327573388094,2023-10-18 22:00:00,violence sexuelle,Moyenne,réseaux sociaux
Bandalungwa,-4.341683367922695,15.290228432411999,2023-06-07 17:00:00,agression,Faible,application Kimia-kin
Kimbanseke,-4.439733535711177,15.401261354837583,2023-12-09 18:00:00,vol,Moyenne,réseaux sociaux
Selembao,-4.369648611989751,15.279113069041852,2023-01-03 19:00:00,accident,Moyenne,application Kimia-kin
Bumbu,-4.363147210747211,15.298052860495423,2023-12-08 22:00:00,vandalisme,Faible,réseaux sociaux
Kintambo,-4.331581773924093,15.259652443994366,2023-05-13 12:00:00,vol,Faible,réseaux sociaux
Kimbanseke,-4.441274384108889,15.403459792471313,2023-08-06 17:00:00,insécurité routière,Moyenne,application Kimia-kin
Kimbanseke,-4.450919979153848,15.403634304445223,2023-11-13 17:00:00,vol,Faible,réseaux sociaux
Kimbanseke,-4.451661115894893,15.403392675436088,2023-12-06 01:00:00,enlèvement,Faible,réseaux sociaux
Ngaba,-4.3749683230945084,15.332145358201664,2023-08-03 19:00:00,agression,Moyenne,ONG
Limete,-4.36028750118153,15.33968034834891,2023-01-01 20:00:00,vol,Faible,réseaux sociaux
Kimbanseke,-4.4359886133603155,15.391298222755433,2023-04-07 20:00:00,insécurité routière,Moyenne,réseaux sociaux
Ngaba,-4.384629651140623,15.312569738470904,2023-05-03 18:00:00,vol,Moyenne,application Kimia-kin
Selembao,-4.370096787907103,15.29932419265255,2023-05-06 19:00:00,insécurité routière,Moyenne,réseaux sociaux
Matete,-4.38058944103314,15.360053391810212,2023-07-18 13:00:00,enlèvement,Moyenne,réseaux sociaux
Ngaba,-4.389740321901055,15.312306163739695,2023-06-12 07:00:00,vol,Moyenne,ONG
Limete,-4.373045531936202,15.354474869127568,2023-06-03 11:00:00,violence sexuelle,Moyenne,application Kimia-kin
Selembao,-4.359890948055199,15.285388295526843,2023-02-01 18:00:00,insécurité routière,Faible,réseaux sociaux
Matete,-4.394427259861704,15.346166342336597,2023-02-01 17:00:00,insécurité routière,Moyenne,réseaux sociaux
Matete,-4.383993541238267,15.353363539421212,2023-01-21 17:00:00,agression,Faible,application Kimia-kin
Matete,-4.380407779094762,15.344920342595449,2023-01-13 18:00:00,insécurité routière,Élevée,application Kimia-kin
Gombe,-4.29435215998433,15.300791301050014,2023-12-13 20:00:00,insécurité routière,Moyenne,application Kimia-kin
Ngaba,-4.386780604342058,15.317805809433423,2023-07-26 23:00:00,vol,Moyenne,ONG
Ngaba,-4.38067502612027,15.314104698946974,2023-03-02 20:00:00,violence sexuelle,Moyenne,ONG
Bumbu,-4.3635795381279685,15.288830618129577,2023-05-25 10:00:00,enlèvement,Faible,ONG
Kimbanseke,-4.442965270895015,15.402973611584029,2023-07-16 18:00:00,agression,Moyenne,réseaux sociaux
Selembao,-4.358365149347286,15.31379945704047,2023-08-02 11:00:00,vol,Élevée,réseaux sociaux
Bumbu,-4.377622787792956,15.282566393012813,2023-02-27 11:00:00,vol,Moyenne,application Kimia-kin
Bumbu,-4.378955920869974,15.285251997841579,2023-07-31 21:00:00,insécurité routière,Moyenne,réseaux sociaux
Ngaba,-4.368731161724578,15.321781991644176,2023-09-02 18:00:00,incendie,Faible,application Kimia-kin
Selembao,-4.361743298348558,15.292555725493381,2023-12-19 15:00:00,vol,Moyenne,réseaux sociaux
Kalamu,-4.354941206448834,15.321866563686656,2023-04-03 07:00:00,insécurité routière,Moyenne,application Kimia-kin
Bumbu,-4.359816814438866,15.294632139556358,2023-05-12 16:00:00,agression,Faible,réseaux sociaux
Selembao,-4.368901393009431,15.293612390238929,2023-06-09 19:00:00,agression,Faible,application Kimia-kin
Bumbu,-4.368302412364573,15.292793373693495,2023-01-18 09:00:00,vandalisme,Moyenne,application Kimia-kin
Selembao,-4.378797806757844,15.289830938854996,2023-11-27 19:00:00,insécurité routière,Moyenne,application Kimia-kin
Kimbanseke,-4.446798061512069,15.4040027195441,2023-06-11 19:00:00,accident,Moyenne,ONG
Ngaba,-4.374432450864883,15.320943269896512,2023-07-28 17:00:00,vol,Élevée,réseaux sociaux
Matete,-4.379774457854586,15.348824273332445,2023-07-06 19:00:00,enlèvement,Élevée,réseaux sociaux
Matete,-4.383176753777348,15.35307407392927,2023-03-25 15:00:00,vol,Moyenne,application Kimia-kin
Bumbu,-4.3715424987658364,15.282478836928156,2023-12-31 08:00:00,vol,Moyenne,application Kimia-kin
Selembao,-4.384471899282787,15.275375003792492,2023-02-15 09:00:00,insécurité routière,Élevée,application Kimia-kin
Selembao,-4.369934871777439,15.295680184947045,2023-06-21 20:00:00,agression,Moyenne,ONG
Selembao,-4.3763922086261156,15.276836528654865,2023-09-16 00:00:00,agression,Moyenne,application Kimia-kin
Bumbu,-4.371957305039625,15.291878636997453,2023-12-31 02:00:00,vol,Faible,réseaux sociaux
Kimbanseke,-4.437781954262847,15.378316385791665,2023-11-23 22:00:00,enlèvement,Moyenne,réseaux sociaux
Selembao,-4.362591003699945,15.278040622207229,2023-09-27 07:00:00,agression,Faible,réseaux sociaux
Bumbu,-4.381557403050027,15.304216979860819,2023-09-10 19:00:00,vol,Moyenne,ONG
Selembao,-4.369065145065499,15.277096635328208,2023-01-11 18:00:00,agression,Moyenne,réseaux sociaux
Bumbu,-4.382279927258198,15.274386293306828,2023-12-04 18:00:00,vol,Moyenne,application Kimia-kin
Ngaba,-4.3752391883977895,15.30980646705505,2023-07-20 18:00:00,insécurité routière,Élevée,application Kimia-kin
Kimbanseke,-4.448367322660185,15.397791224530353,2023-09-25 16:00:00,insécurité routière,Élevée,application Kimia-kin
Matete,-4.3846415956631635,15.35252908677067,2023-08-31 10:00:00,vol,Élevée,réseaux sociaux
Selembao,-4.3669537514431145,15.28585803108014,2023-01-28 19:00:00,insécurité routière,Moyenne,réseaux sociaux
Matete,-4.385866804268399,15.340264800959618,2023-10-02 11:00:00,agression,Élevée,réseaux sociaux
Matete,-4.393064178469748,15.35487517197074,2023-09-11 19:00:00,insécurité routière,Élevée,application Kimia-kin
Ngaba,-4.370419243223988,15.311379952771347,2023-03-23 20:00:00,enlèvement,Moyenne,ONG
Bandalungwa,-4.352563985050096,15.289007401030235,2023-12-08 20:00:00,vol,Moyenne,application Kimia-kin
Kimbanseke,-4.439825055842949,15.388468591123674,2023-12-04 17:00:00,insécurité routière,Moyenne,application Kimia-kin
Ngaba,-4.37476068260624,15.327560927297155,2023-02-26 20:00:00,violence sexuelle,Élevée,réseaux sociaux
Selembao,-4.368697533702404,15.28076757174135,2023-10-18 09:00:00,agression,Moyenne,ONG
Selembao,-4.369143490548948,15.28323876130177,2023-12-21 22:00:00,vol,Moyenne,réseaux sociaux
Ngaba,-4.379443013216311,15.325708257934304,2023-09-05 01:00:00,vol,Élevée,application Kimia-kin
Selembao,-4.3723653581142745,15.28082747354757,2023-09-29 10:00:00,vol,Élevée,réseaux sociaux
Selembao,-4.366364724303242,15.282167839568437,2023-04-10 21:00:00,agression,Faible,application Kimia-kin
Bumbu,-4.363208739239801,15.290891865302388,2023-10-25 16:00:00,violence sexuelle,Faible,ONG
Ngaba,-4.384686920157583,15.308826856193047,2023-07-30 09:00:00,insécurité routière,Moyenne,application Kimia-kin
Bumbu,-4.363796872366539,15.297316475531844,2023-10-14 12:00:00,insécurité routière,Élevée,réseaux sociaux
Selembao,-4.372011699476842,15.294053979432633,2023-08-19 14:00:00,insécurité routière,Moyenne,réseaux sociaux
Lingwala,-4.303338022259916,15.303662288216643,2023-02-17 16:00:00,vol,Moyenne,réseaux sociaux
Matete,-4.393027705398331,15.355903159167083,2023-01-28 15:00:00,vol,Moyenne,ONG
Matete,-4.385381212426748,15.331615628770718,2023-08-11 22:00:00,vol,Moyenne,ONG
Selembao,-4.3701408617451944,15.278040383089557,2023-03-22 16:00:00,vol,Moyenne,application Kimia-kin
Ngaliema,-4.370277185444293,15.255742154374033,2023-09-20 18:00:00,enlèvement,Moyenne,application Kimia-kin
Ndjili,-4.387710326928872,15.458395553181509,2023-11-12 15:00:00,enlèvement,Faible,réseaux sociaux
Matete,-4.388129448296693,15.358379371768354,2023-04-12 19:00:00,violence sexuelle,Moyenne,ONG
Matete,-4.392144245510477,15.342115121926296,2023-04-23 13:00:00,agression,Moyenne,réseaux sociaux
Makala,-4.389355024799317,15.31125855237663,2023-08-02 13:00:00,vol,Élevée,réseaux sociaux
Selembao,-4.359362687569497,15.285359674785894,2023-09-30 17:00:00,violence sexuelle,Faible,application Kimia-kin
Bumbu,-4.38427234782867,15.299662644092283,2023-07-21 21:00:00,agression,Élevée,application Kimia-kin
Bumbu,-4.374839133560894,15.293997487459723,2023-07-15 04:00:00,vol,Élevée,ONG
Matete,-4.383296629630605,15.357467240431012,2023-06-21 15:00:00,enlèvement,Élevée,réseaux sociaux
Kimbanseke,-4.439878053357541,15.398529754561228,2023-10-25 19:00:00,agression,Moyenne,ONG
Ngaba,-4.370562566468647,15.324677499781991,2023-08-09 21:00:00,insécurité routière,Moyenne,réseaux sociaux
Bumbu,-4.371753297450507,15.305947126553166,2023-08-03 15:00:00,vol,Moyenne,ONG
Matete,-4.38729734028477,15.348693632404297,2023-02-17 09:00:00,agression,Faible,application Kimia-kin
Bumbu,-4.360042010562439,15.29595499383704,2023-05-28 12:00:00,agression,Moyenne,réseaux sociaux
Lingwala,-4.3257804669348285,15.306365865462176,2023-01-03 10:00:00,vol,Moyenne,réseaux sociaux
Ngaba,-4.384393026082658,15.314684113458942,2023-05-09 18:00:00,violence sexuelle,Faible,réseaux sociaux
Ngaba,-4.371980840111115,15.321192669429264,2023-11-30 19:00:00,enlèvement,Élevée,réseaux sociaux
Matete,-4.404525674478198,15.357759023409942,2023-05-14 18:00:00,agression,Élevée,ONG
Matete,-4.390024010009851,15.34389496500586,2023-09-25 18:00:00,agression,Moyenne,ONG
Ngaba,-4.386897616604794,15.316636983267488,2023-01-13 23:00:00,agression,Élevée,application Kimia-kin
Kimbanseke,-4.439252908316103,15.388786436283551,2023-12-03 20:00:00,agression,Faible,application Kimia-kin
Matete,-4.371377435000074,15.3507419236837,2023-12-08 00:00:00,insécurité routière,Faible,application Kimia-kin
Ngaba,-4.37293407681213,15.322722355809354,2023-12-13 20:00:00,violence sexuelle,Moyenne,réseaux sociaux
Selembao,-4.3724830830436785,15.295679780065873,2023-08-25 20:00:00,agression,Moyenne,réseaux sociaux
Ngaba,-4.361977660302448,15.316956125694155,2023-02-27 02:00:00,vol,Moyenne,ONG
Selembao,-4.357871171614025,15.27458964832219,2023-05-24 17:00:00,vol,Faible,réseaux sociaux
Maluku,-4.080886948067765,15.538884683463301,2023-01-22 22:00:00,agression,Faible,réseaux sociaux
Ngaba,-4.37947561819535,15.31343964186784,2023-11-24 20:00:00,agression,Moyenne,réseaux sociaux
Bandalungwa,-4.34268386040614,15.292971830816741,2023-08-26 21:00:00,enlèvement,Moyenne,application Kimia-kin
Selembao,-4.372579363113931,15.285295311107134,2023-08-11 23:00:00,vol,Moyenne,application Kimia-kin
Matete,-4.381341656220933,15.344994316297115,2023-04-28 16:00:00,vol,Faible,ONG
Bumbu,-4.379857135252243,15.286935755513385,2023-08-03 21:00:00,vol,Élevée,réseaux sociaux
Bumbu,-4.369346538918211,15.291860739830067,2023-04-25 10:00:00,vol,Élevée,réseaux sociaux
Matete,-4.381181055174098,15.355596633581898,2023-07-04 04:00:00,vol,Faible,réseaux sociaux
Kimbanseke,-4.448576001831537,15.402962274974055,2023-12-14 05:00:00,agression,Moyenne,application Kimia-kin
Selembao,-4.370007364083344,15.281109879034442,2023-04-03 19:00:00,vol,Élevée,réseaux sociaux
Ngaba,-4.371797173870541,15.32742386368927,2023-10-31 07:00:00,agression,Moyenne,réseaux sociaux
Ngaliema,-4.376494945725224,15.2555733107906,2023-10-02 19:00:00,vol,Moyenne,réseaux sociaux
